Empresa,Resolución,Fecha,Expediente,Multa (UT),Unidad,Multa ($),Discriminación,Tipo Sanción,Año
Telecom Argentina S.A.,4190-ENACOM/2016,21/01/16,4753-EXPCNC/2015,$ 100.000,UT,$ 4.690,Facturación,Multa,2016
Telecom Argentina S.A.,4196-ENACOM/2016,21/01/16,1145-EXPCNC/2014,$ 1.500.000,UT,$ 70.350,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4234-ENACOM/2016,21/01/16,1206-EXPCNC/2014,$ 1.500.000,UT,$ 70.350,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4227-ENACOM/2016,21/01/16,11905-EXPCNC/2013,$ 1.200.000,UT,$ 56.280,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4215-ENACOM/2016,21/01/16,11116-EXPCNC/2014,$ 4.000.000,UT,$ 187.600,Instalación Servicio,Multa,2016
Telefónica de Argentina S.A.,3958-ENACOM/2016,14/01/16,6173-EXPAFTIC/2015,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3959-ENACOM/2016,14/01/16,5041-EXPAFTIC/2015,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2016
Telecom Argentina S.A.,3960-ENACOM/2016,14/01/16,732-EXPCNC/2014,$ 1.600.000,UT,$ 75.040,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3961-ENACOM/2016,14/01/16,7376-EXPCNC/2014,$ 1.600.000,UT,$ 75.040,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3962-ENACOM/2016,14/01/16,2367-EXPAFTIC/2015,$ 800.000,UT,$ 37.520,Incomunicación,Multa,2016
Telecom Argentina S.A.,3963-ENACOM/2016,14/01/16,5825-EXPAFTIC/2015,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3964-ENACOM/2016,14/01/16,5965-EXPAFTIC/2015,$ 100.000,UT,$ 4.690,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3965-ENACOM/2016,14/01/16,312-EXPCNC/2015,$ 2.300.000,UT,$ 107.870,Reparación Servicio,Multa,2016
Telecom Personal S.A.,4097-ENACOM/2016,18/01/16,5110-EXPCNC/2015,$ 400.000,UT,$ 18.760,Cambio de Tecnología,Multa,2016
Telefónica de Argentina S.A.,4098-ENACOM/2016,16/01/16,3474-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2016
Telecom Personal S.A.,4100-ENACOM/2016,16/01/16,5439-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Servicios,Multa,2016
Telecom Argentina S.A.,4102-ENACOM/2016,16/01/16,2538-EXPCNC/2015,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2016
Telecom Argentina S.A.,4103-ENACOM/2016,16/01/16,260-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,4107-ENACOM/2016,16/01/16,2165-EXPAFTIC/2015,$ 200.000,UT,$ 9.380,Atención,Multa,2016
Telecom Argentina S.A.,4108-ENACOM/2016,16/01/16,5900-EXPCNC/2014,$ 4.000.000,UT,$ 187.600,Instalación Servicio,Multa,2016
Telecom Argentina S.A.,4109-ENACOM/2016,16/01/16,7318-EXPCNC/2014,$ 12.000.000,UT,$ 562.800,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4110-ENACOM/2016,16/01/16,666-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telecentro,4111-ENACOM/2016,16/01/16,17166-EXPCNC/2014,$ 1.200.000,UT,$ 56.280,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,4112-ENACOM/2016,16/01/16,14561-EXPCNC/2014,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2016
Telecom Argentina S.A.,4113-ENACOM/2016,16/01/16,10330-EXPCNC/2014,$ 2.200.000,UT,$ 103.180,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4114-ENACOM/2016,16/01/16,11120-EXPCNC/2014,$ 2.400.000,UT,$ 112.560,Instalación Servicio,Multa,2016
Telecom Argentina S.A.,4115-ENACOM/2016,16/01/16,3560-EXPCNC/2014,$ 2.500.000,UT,$ 117.250,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4116-ENACOM/2016,16/01/16,7880-EXPCNC/2014,$ 800.000,UT,$ 37.520,Cambio de Domicilio,Multa,2016
Telecom Argentina S.A.,4117-ENACOM/2016,16/01/16,2334-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4118-ENACOM/2016,16/01/16,13428-EXPCNC/2013,$ 1.600.000,UT,$ 75.040,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4119-ENACOM/2016,16/01/16,815-EXPCNC/2014,$ 2.500.000,UT,$ 117.250,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4120-ENACOM/2016,16/01/16,7567-EXPCNC/2014,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2016
Telecom Personal S.A.,4121-ENACOM/2016,16/01/16,2372-EXPAFTIC/2015,$ 1.200.000,UT,$ 56.280,Atención,Multa,2016
Telefónica de Argentina S.A.,4122-ENACOM/2016,16/01/16,2202-EXPCNC/2014,$ 900.000,UT,$ 42.210,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,4123-ENACOM/2016,16/01/16,3549-EXPCNC/2015,$ 400.000,UT,$ 18.760,Facturación,Multa,2016
Telefónica de Argentina S.A.,4124-ENACOM/2016,16/01/16,1474-EXPCNC/2015,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2016
Telecom Argentina S.A.,4125-ENACOM/2016,16/01/16,5948-EXPCNC/2014,$ 2.500.000,UT,$ 117.250,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4126-ENACOM/2016,16/01/16,675-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4127-ENACOM/2016,16/01/16,5030-EXPCNC/2014,$ 2.700.000,UT,$ 126.630,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4128-ENACOM/2016,16/01/16,15506-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4130-ENACOM/2016,16/01/16,4864-EXPCNC/2014,$ 800.000,UT,$ 37.520,Instalación Servicio,Multa,2016
Telecom Argentina S.A.,4131-ENACOM/2016,16/01/16,17954-EXPCNC/2014,$ 1.600.000,UT,$ 75.040,Facturación,Multa,2016
Telecom Argentina S.A.,4132-ENACOM/2016,16/01/16,5149-EXPCNC/2014,$ 1.500.000,UT,$ 70.350,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4133-ENACOM/2016,16/01/16,3791-EXPCNC/2014,$ 2.400.000,UT,$ 112.560,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4134-ENACOM/2016,16/01/16,12400-EXPCNC/2013,$ 2.900.000,UT,$ 136.010,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4135-ENACOM/2016,16/01/16,13947-EXPCNC/2013,$ 2.400.000,UT,$ 112.560,Cambio de Domicilio,Multa,2016
Telecom Argentina S.A.,4136-ENACOM/2016,16/01/16,4747-EXPCNC/2013,$ 4.500.000,UT,$ 211.050,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4189-ENACOM/2016,21/01/16,5406-EXPAFTIC/2015,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4191-ENACOM/2016,21/01/16,709-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4192-ENACOM/2016,21/01/16,3779-EXPCNC/2016,$ 20.000.000,UT,$ 938.000,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4195-ENACOM/2016,21/01/16,8830-EXPCNC/2014,$ 12.000.000,UT,$ 562.800,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4205-ENACOM/2016,21/01/16,12794-EXPCNC/2013,$ 1.200.000,UT,$ 56.280,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4206-ENACOM/2016,21/01/16,12666-EXPCNC/2013,$ 4.000.000,UT,$ 187.600,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4207-ENACOM/2016,21/01/16,10059-EXPCNC/2014,$ 4.000.000,UT,$ 187.600,Instalación Servicio,Multa,2016
Telecom Argentina S.A.,4208-ENACOM/2016,21/01/16,1021-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,4209-ENACOM/2016,21/01/16,1812-EXPCNC/2014,$ 12.000.000,UT,$ 562.800,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,4210-ENACOM/2016,21/01/16,14836-EXPCNC/2014,$ 500.000,UT,$ 23.450,Facturación,Multa,2016
Telecom Argentina S.A.,4211-ENACOM/2016,21/01/16,3013-EXPCNC/2014,$ 800.000,UT,$ 37.520,Instalación Servicio,Multa,2016
Telecom Argentina S.A.,4212-ENACOM/2016,21/01/16,877-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4213-ENACOM/2016,21/01/16,975-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4214-ENACOM/2016,21/01/16,2972-EXPCNC/2011,$ 800.000,UT,$ 37.520,Facturación,Multa,2016
Telecom Argentina S.A.,4216-ENACOM/2016,21/01/16,4867-EXPCNC/2014,$ 1.600.000,UT,$ 75.040,Cambio de Domicilio,Multa,2016
Telecom Argentina S.A.,4217-ENACOM/2016,21/01/16,17282-EXPCNC/2014,$ 4.000.000,UT,$ 187.600,Instalación Servicio,Multa,2016
Telefónica de Argentina S.A.,4218-ENACOM/2016,21/01/16,10371-EXPCNC/2013,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4220-ENACOM/2016,21/01/16,16922-EXPCNC/2014,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4221-ENACOM/2016,21/01/16,18031-EXPCNC/2014,$ 1.600.000,UT,$ 75.040,Instalación Servicio,Multa,2016
Telecom Argentina S.A.,4222-ENACOM/2016,21/01/16,1895-EXPCNC/2014,$ 1.600.000,UT,$ 75.040,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4226-ENACOM/2016,21/01/16,1761-EXPCNC/2015,$ 4.000.000,UT,$ 187.600,Instalación Servicio,Multa,2016
Telecom Argentina S.A.,4228-ENACOM/2016,21/01/16,13324-EXPCNC/2014,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4229-ENACOM/2016,21/01/16,10661-EXPCNC/2014,$ 3.200.000,UT,$ 150.080,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4232-ENACOM/2016,21/01/16,10391-EXPCNC/2014,$ 8.000.000,UT,$ 375.200,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4301-ENACOM/2016,21/01/16,12117-EXPCNC/2014,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4302-ENACOM/2016,21/01/16,17903-EXPCNC/2014,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4303-ENACOM/2016,21/01/16,12456-EXPCNC/2014,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4304-ENACOM/2016,21/01/16,13551-EXPCNC/2014,$ 100.000,UT,$ 4.690,Cambio de Domicilio,Multa,2016
Telecom Argentina S.A.,4305-ENACOM/2016,21/01/16,17283-EXPCNC/2014,$ 4.000.000,UT,$ 187.600,Instalación Servicio,Multa,2016
Telefónica de Argentina S.A.,4306-ENACOM/2016,21/01/16,17962-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Cambio de Domicilio,Multa,2016
Telecom Argentina S.A.,4310-ENACOM/2016,21/01/16,10095-EXPCNC/2014,$ 3.400.000,UT,$ 159.460,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4311-ENACOM/2016,21/01/16,972-EXPCNC/2015,$ 400.000,UT,$ 18.760,Facturación,Multa,2016
Telecom Argentina S.A.,4312-ENACOM/2016,21/01/16,7682-EXPCNC/2014,$ 12.400.000,UT,$ 581.560,Reparación Servicio,Multa,2016
Telefónica Moviles Argentina,4313-ENACOM/2016,21/01/16,5753-EXPAFTIC/2015,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4314-ENACOM/2016,21/01/16,416-EXPCNC/2014,$ 4.000.000,UT,$ 187.600,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4315-ENACOM/2016,21/01/16,7933-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Instalación Servicio,Multa,2016
Telecom Argentina S.A.,4316-ENACOM/2016,21/01/16,3009-EXPCNC/2014,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4317-ENACOM/2016,21/01/16,4703-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4318-ENACOM/2016,21/01/16,17115-EXPCNC/2014,,UT,$ 0,Cambio de Plan,Multa,2016
Telecom Argentina S.A.,4319-ENACOM/2016,21/01/16,10581-EXPCNC/2014,$ 400.000,UT,$ 18.760,Facturación,Multa,2016
Telecom Argentina S.A.,4320-ENACOM/2016,21/01/16,3906-EXPCNC/2014,$ 1.600.000,UT,$ 75.040,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4743-ENACOM/2016,01/01/16,895-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4750-ENACOM/2016,01/01/16,598-EXPCNC/2015,$ 800.000,UT,$ 37.520,Instalación Servicio,Multa,2016
Telecom Argentina S.A.,4742-ENACOM/2016,01/01/16,897-EXPCNC/2014,$ 2.100.000,UT,$ 98.490,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4744-ENACOM/2016,01/01/16,891-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4960-ENACOM/2016,07/01/16,738-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4962-ENACOM/2016,07/01/16,3489-EXPAFTIC/2015,$ 600.000,UT,$ 28.140,Facturación,Multa,2016
Telecom Argentina S.A.,4321-ENACOM/2016,21/01/16,742-EXPCNC/2014,$ 1.600.000,UT,$ 75.040,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,4322-ENACOM/2016,21/01/16,12714-EXPCNC/2014,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4323-ENACOM/2016,21/01/16,9118-EXPCNC/2014,$ 1.200.000,UT,$ 56.280,Cambio de Domicilio,Multa,2016
Telecom Argentina S.A.,4324-ENACOM/2016,21/01/16,12268-EXPCNC/2014,$ 4.000.000,UT,$ 187.600,Instalación Servicio,Multa,2016
Telefónica de Argentina S.A.,4325-ENACOM/2016,21/01/16,1053-EXPAFTIC/2015,$ 500.000,UT,$ 23.450,Facturación,Multa,2016
Telecom Argentina S.A.,4326-ENACOM/2016,21/01/16,9189-EXPCNC/2014,$ 800.000,UT,$ 37.520,Cambio de Domicilio,Multa,2016
Telecom Argentina S.A.,4327-ENACOM/2016,21/01/16,7921-EXPCNC/2014,$ 11.600.000,UT,$ 544.040,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4328-ENACOM/2016,21/01/16,7652-EXPCNC/2014,$ 2.500.000,UT,$ 117.250,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4329-ENACOM/2016,21/01/16,10013-EXPCNC/2014,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4330-ENACOM/2016,21/01/16,11759-EXPCNC/2013,$ 2.400.000,UT,$ 112.560,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4331-ENACOM/2016,21/01/16,16165-EXPCNC/2014,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2016
Telecom Argentina S.A.,4332-ENACOM/2016,21/01/16,15503-EXPCNC/2014,$ 2.200.000,UT,$ 103.180,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,4333-ENACOM/2016,21/01/16,6797-EXPCNC/2004,$ 400.000,UT,$ 18.760,Facturación,Multa,2016
Telmex Argentina,4398-ENACOM/2016,21/01/16,2483-EXPAFTIC/2015,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,4399-ENACOM/2016,21/01/16,2714-EXPAFTIC/2015,$ 1.900.000,UT,$ 89.110,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,4400-ENACOM/2016,21/01/16,87-EXPCNC/2014,$ 1.600.000,UT,$ 75.040,Reparación Servicio,Multa,2016
Telecom Personal S.A.,4401-ENACOM/2016,21/01/16,3168-EXPCNC/2015,$ 800.000,UT,$ 37.520,Facturación,Multa,2016
Telefónica de Argentina S.A.,4402-ENACOM/2016,21/01/16,9856-EXPCNC/2014,$ 500.000,UT,$ 23.450,Facturación,Multa,2016
Telecom Argentina S.A.,4403-ENACOM/2016,21/01/16,9120-EXPCNC/2014,$ 3.600.000,UT,$ 168.840,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,4404-ENACOM/2016,21/01/16,8927-EXPCNC/2014,$ 3.500.000,UT,$ 164.150,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4405-ENACOM/2016,21/01/16,7910-EXPCNC/2014,$ 12.000.000,UT,$ 562.800,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4406-ENACOM/2016,21/01/16,411-EXPCNC/2014,$ 3.700.000,UT,$ 173.530,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,4407-ENACOM/2016,21/01/16,2272-EXPAFTIC/2015,$ 16.000.000,UT,$ 750.400,Instalación Servicio,Multa,2016
Telecom Argentina S.A.,4408-ENACOM/2016,21/01/16,7355-EXPCNC/2014,$ 400.000,UT,$ 18.760,Facturación,Multa,2016
Telecom Argentina S.A.,4409-ENACOM/2016,21/01/16,2865-EXPCNC/2014,$ 4.800.000,UT,$ 225.120,Instalación Servicio,Multa,2016
Telcab Argentina,4410-ENACOM/2016,21/01/16,13104-EXPCNC/2014,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4411-ENACOM/2016,21/01/16,178-EXPCNC/2014,$ 2.100.000,UT,$ 98.490,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4412-ENACOM/2016,21/01/16,13166-EXPCNC/2013,$ 5.000.000,UT,$ 234.500,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4413-ENACOM/2016,21/01/16,12267-EXPCNC/2014,$ 2.300.000,UT,$ 107.870,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,4414-ENACOM/2016,21/01/16,2459-EXPCNC/2014,$ 800.000,UT,$ 37.520,Cambio de Domicilio,Multa,2016
Telefónica de Argentina S.A.,4415-ENACOM/2016,21/01/16,1854-EXPCNC/2014,$ 20.000.000,UT,$ 938.000,Cambio de Domicilio,Multa,2016
Telecom Argentina S.A.,4416-ENACOM/2016,21/01/16,262-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4417-ENACOM/2016,21/01/16,2089-EXPAFTIC/2015,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4418-ENACOM/2016,21/01/16,210-EXPCNC/2014,$ 3.200.000,UT,$ 150.080,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4419-ENACOM/2016,21/01/16,4250-EXPCNC/2013,$ 5.000.000,UT,$ 234.500,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4420-ENACOM/2016,21/01/16,1148-EXPCNC/2014,$ 3.600.000,UT,$ 168.840,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4421-ENACOM/2016,21/01/16,11108-EXPCNC/2012,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4422-ENACOM/2016,21/01/16,7671-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4423-ENACOM/2016,21/01/16,8207-EXPCNC/2014,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4424-ENACOM/2016,21/01/16,5490-EXPCNC/2013,$ 400.000,UT,$ 18.760,Facturación,Multa,2016
Telecom Argentina S.A.,4425-ENACOM/2016,21/01/16,2752-EXPCNC/2014,$ 5.400.000,UT,$ 253.260,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4426-ENACOM/2016,21/01/16,10650-EXPCNC/2014,$ 4.000.000,UT,$ 187.600,Instalación Servicio,Multa,2016
Telecom Argentina S.A.,4514-ENACOM/2016,28/01/16,310-EXPCNC/2015,$ 4.000.000,UT,$ 187.600,Instalación Servicio,Multa,2016
Telefónica de Argentina S.A.,4515-ENACOM/2016,28/01/16,11072-EXPCNC/2014,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2016
Telefónica Moviles Argentina,4516-ENACOM/2016,28/01/16,5656-EXPAFTIC/2015,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,4517-ENACOM/2016,28/01/16,5067-EXPAFTIC/2015,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,4518-ENACOM/2016,28/01/16,5045-EXPAFTIC/2015,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4519-ENACOM/2016,28/01/16,40-EXPAFTIC/2015,$ 3.200.000,UT,$ 150.080,Cambio de Domicilio,Multa,2016
Telecom Argentina S.A.,4520-ENACOM/2016,28/01/16,224-EXPCNC/2014,$ 2.200.000,UT,$ 103.180,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4521-ENACOM/2016,28/01/16,13955-EXPCNC/2013,$ 3.200.000,UT,$ 150.080,Instalación Servicio,Multa,2016
Telecom Argentina S.A.,4522-ENACOM/2016,28/01/16,7389-EXPCNC/2014,$ 3.600.000,UT,$ 168.840,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4523-ENACOM/2016,28/01/16,9167-EXPCNC/2014,$ 3.900.000,UT,$ 182.910,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4552-ENACOM/2016,28/01/16,9059-EXPCNC/2014,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,5611-ENACOM/2016,12/01/16,8810-EXPCNC/2014,$ 12.000.000,UT,$ 562.800,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,4784-ENACOM/2016,04/01/16,1869-EXPCNC/2014,$ 800.000,UT,$ 37.520,Cambio de Domicilio,Multa,2016
Telefónica de Argentina S.A.,4786-ENACOM/2016,04/01/16,1852-EXPCNC/2014,$ 800.000,UT,$ 37.520,Instalación Servicio,Multa,2016
Telefónica de Argentina S.A.,4787-ENACOM/2016,04/01/16,1847-EXPCNC/2014,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,4785-ENACOM/2016,14/01/16,1862-EXPCNC/2014,$ 12.000.000,UT,$ 562.800,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,4783-ENACOM/2016,04/01/16,1871-EXPCNC/2014,$ 4.000.000,UT,$ 187.600,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,5620-ENACOM/2016,12/01/16,2872-EXPCNC/2014,$ 120.000.000,UT,$ 5.628.000,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,5627-ENACOM/2016,12/01/16,2879-EXPCNC/2014,$ 12.000.000,UT,$ 562.800,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,5652-ENACOM/2016,12/01/16,7810-EXPCNC/2014,$ 8.000.000,UT,$ 375.200,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4967-ENACOM/2016,07/01/16,13224-EXPCNC/2014,$ 2.400.000,UT,$ 112.560,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,4197-ENACOM/2016,21/01/16,13171-EXPCNC/2014,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2016
Telefónica de Argentina S.A.,5028-ENACOM/2016,07/01/16,1787-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,4553-ENACOM/2016,28/01/16,13421-EXPCNC/2014,$ 400.000,UT,$ 18.760,Baja Servicio,Multa,2016
Telecom Argentina S.A.,4554-ENACOM/2016,28/01/16,17456-EXPCNC/2014,$ 400.000,UT,$ 18.760,Baja Servicio,Multa,2016
Telecom Argentina S.A.,4555-ENACOM/2016,28/01/16,2204-EXPCNC/2014,$ 1.200.000,UT,$ 56.280,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4556-ENACOM/2016,28/01/16,12970-EXPCNC/2014,$ 4.500.000,UT,$ 211.050,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4557-ENACOM/2016,28/01/16,11748-EXPCNC/2013,$ 4.000.000,UT,$ 187.600,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4558-ENACOM/2016,28/01/16,1767-EXPCNC/2015,$ 40.000.000,UT,$ 1.876.000,Instalación Servicio,Multa,2016
Telecom Argentina S.A.,4559-ENACOM/2016,28/01/16,15513-EXPCNC/2014,$ 4.000.000,UT,$ 187.600,Instalación Servicio,Multa,2016
Telefónica de Argentina S.A.,4560-ENACOM/2016,28/01/16,1784-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,4561-ENACOM/2016,28/01/16,1962-EXPCNC/2014,$ 500.000,UT,$ 23.450,Facturación,Multa,2016
Telecom Argentina S.A.,4753-ENACOM/2016,04/01/16,15163-EXPCNC/2014,$ 12.000.000,UT,$ 562.800,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,6221-ENACOM/2016,14/01/16,5145-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Plantel Exterior,Multa,2016
Telefónica Moviles Argentina,4674-ENACOM/2016,30/01/16,4623-EXPAFTIC/2015,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4678-ENACOM/2016,30/01/16,2999-EXPCNC/2014,$ 1.600.000,UT,$ 75.040,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4679-ENACOM/2016,30/01/16,3786-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4680-ENACOM/2016,30/01/16,3492-EXPCNC/2012,$ 1.000.000,UT,$ 46.900,Facturación,Multa,2016
Telecom Argentina S.A.,4681-ENACOM/2016,30/01/16,3428-EXPAFTIC/2015,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4682-ENACOM/2016,30/01/16,3420-EXPCNC/2014,$ 800.000,UT,$ 37.520,Instalación Servicio,Multa,2016
Telecom Argentina S.A.,4683-ENACOM/2016,30/01/16,3550-EXPCNC/2014,$ 4.000.000,UT,$ 187.600,Reparación Servicio,Multa,2016
