Empresa,Resolución,Fecha,Expediente,Multa (UT),Unidad,Multa ($),Discriminación,Tipo Sanción,Año
Telecom Argentina S.A.,3028-APN-ENACOM#MM/2018,18/01/18,10025-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3029-APN-ENACOM#MM/2018,18/01/18,10090-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telecom Personal S.A.,3030-APN-ENACOM#MM/2018,18/01/18,10007-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Baja Servicio,Multa,2018
Telecom Argentina S.A.,3238-APN-ENACOM#MM/2018,19/01/18,6681-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2018
Telecom Argentina S.A.,3239-APN-ENACOM#MM/2018,19/01/18,7814-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3240-APN-ENACOM#MM/2018,19/01/18,6679-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2018
Telecom Argentina S.A.,3241-APN-ENACOM#MM/2018,19/01/18,8218-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2018
Telecentro,3242-APN-ENACOM#MM/2018,19/01/18,9440-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3243-APN-ENACOM#MM/2018,19/01/18,8897-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3244-APN-ENACOM#MM/2018,19/01/18,9958-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3245-APN-ENACOM#MM/2018,19/01/18,9396-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Bloqueo Servicio,Multa,2018
Telecom Argentina S.A.,3252-APN-ENACOM#MM/2018,19/01/18,8058-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3257-APN-ENACOM#MM/2018,20/01/18,6661-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3258-APN-ENACOM#MM/2018,20/01/18,6648-EXPENACOM/2016,$ 3.200.000,UT,$ 150.080,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3259-APN-ENACOM#MM/2018,20/01/18,8089-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3260-APN-ENACOM#MM/2018,20/01/18,6577-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3279-APN-ENACOM#MM/2018,23/01/18,7808-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telefónica de Argentina S.A.,3280-APN-ENACOM#MM/2018,23/01/18,8187-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2018
Telecom Argentina S.A.,3011-APN-ENACOM#MM/2018,18/01/18,7127-EXPENACOM/2016,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3012-APN-ENACOM#MM/2018,18/01/18,1959-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3013-APN-ENACOM#MM/2018,18/01/18,14255-EXPCNC/2014,$ 1.500.000,UT,$ 70.350,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3014-APN-ENACOM#MM/2018,18/01/18,3747-EXPCNC/2007,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telecom Argentina S.A.,3015-APN-ENACOM#MM/2018,18/01/18,15144-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2018
Telecom Argentina S.A.,3016-APN-ENACOM#MM/2018,18/01/18,9840-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3017-APN-ENACOM#MM/2018,18/01/18,4486-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3018-APN-ENACOM#MM/2018,18/01/18,7231-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3009-APN-ENACOM#MM/2018,18/01/18,12455-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3010-APN-ENACOM#MM/2018,18/01/18,12427-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3031-APN-ENACOM#MM/2018,18/01/18,6671-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3032-APN-ENACOM#MM/2018,18/01/18,6292-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Cambio de Tecnología,Multa,2018
Telefónica de Argentina S.A.,3033-APN-ENACOM#MM/2018,18/01/18,9820-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telecom Argentina S.A.,3034-APN-ENACOM#MM/2018,18/01/18,13813-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3035-APN-ENACOM#MM/2018,18/01/18,8158-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3037-APN-ENACOM#MM/2018,18/01/18,12337-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3038-APN-ENACOM#MM/2018,18/01/18,10711-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3199-APN-ENACOM#MM/2018,19/01/18,16581-EXPCNC/2014,$ 1.200.000,UT,$ 56.280,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3200-APN-ENACOM#MM/2018,19/01/18,6766-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3201-APN-ENACOM#MM/2018,19/01/18,8107-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3202-APN-ENACOM#MM/2018,19/01/18,4501-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telecentro,3203-APN-ENACOM#MM/2018,19/01/18,14974-EXPENACOM/2016,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3204-APN-ENACOM#MM/2018,19/01/18,8094-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Personal S.A.,3205-APN-ENACOM#MM/2018,19/01/18,6154-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Servicio Deficiente,Multa,2018
Telecom Argentina S.A.,3206-APN-ENACOM#MM/2018,19/01/18,6290-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3207-APN-ENACOM#MM/2018,19/01/18,4500-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica Moviles Argentina,3208-APN-ENACOM#MM/2018,19/01/18,4502-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Servicio Deficiente,Multa,2018
Telefónica Moviles Argentina,3233-APN-ENACOM#MM/2018,19/01/18,4295-EXPENACOM/2017,$ 1.200.000,UT,$ 56.280,Internet,Multa,2018
Telecentro,3234-APN-ENACOM#MM/2018,19/01/18,9378-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telecom Argentina S.A.,3235-APN-ENACOM#MM/2018,19/01/18,8076-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2018
Telecom Argentina S.A.,3236-APN-ENACOM#MM/2018,19/01/18,6483-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telecom Argentina S.A.,3237-APN-ENACOM#MM/2018,19/01/18,6640-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2018
Telecom Argentina S.A.,3036-APN-ENACOM#MM/2018,18/01/18,13218-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3296-APN-ENACOM#MM/2018,23/01/18,9612-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3297-APN-ENACOM#MM/2018,23/01/18,10504-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2018
Telefónica de Argentina S.A.,3298-APN-ENACOM#MM/2018,23/01/18,9573-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Internet,Multa,2018
Telefónica de Argentina S.A.,3299-APN-ENACOM#MM/2018,23/01/18,8270-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3332-APN-ENACOM#MM/2018,23/01/18,1851-EXPCNC/2014,$ 1.200.000,UT,$ 56.280,Instalación Servicio,Multa,2018
Telecom Personal S.A.,3281-APN-ENACOM#MM/2018,23/01/18,4024-EXPENACOM/2016,$ 800.000,UT,$ 37.520,Facturación,Multa,2018
Telecom Argentina S.A.,3282-APN-ENACOM#MM/2018,23/01/18,9492-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2018
Telecom Personal S.A.,3283-APN-ENACOM#MM/2018,23/01/18,6830-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Facturación,Multa,2018
Telecom Argentina S.A.,3333-APN-ENACOM#MM/2018,23/01/18,11277-EXPCNC/2013,$ 3.200.000,UT,$ 150.080,Instalación Servicio,Multa,2018
Telecom Argentina S.A.,3334-APN-ENACOM#MM/2018,23/01/18,9775-EXPENACOM/2017,$ 600.000,UT,$ 28.140,Facturación,Multa,2018
Telefónica de Argentina S.A.,3335-APN-ENACOM#MM/2018,23/01/18,9157-EXPENACOM/2017,$ 100.000,UT,$ 4.690,Incumplimiento de Plan,Multa,2018
Telecom Personal S.A.,3336-APN-ENACOM#MM/2018,23/01/18,8919-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Portabilidad,Multa,2018
Telecom Argentina S.A.,3551-APN-ENACOM#MM/2018,04/01/18,11278-EXPCNTMESA E/2017,$ 400.000,UT,$ 18.760,Baja Servicio,Multa,2018
Telecom Argentina S.A.,3338-APN-ENACOM#MM/2018,23/01/18,5475-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Internet,Multa,2018
Telecom Argentina S.A.,3339-APN-ENACOM#MM/2018,23/01/18,4600-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Cambio de Tecnología,Multa,2018
Telecom Argentina S.A.,3400-APN-ENACOM#MM/2018,25/01/18,5777-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3401-APN-ENACOM#MM/2018,25/01/18,5312-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telecom Argentina S.A.,3402-APN-ENACOM#MM/2018,25/01/18,6347-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2018
Telecom Argentina S.A.,3403-APN-ENACOM#MM/2018,25/01/18,7011-EXPENACOM/2017,$ 600.000,UT,$ 28.140,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3404-APN-ENACOM#MM/2018,25/01/18,7087-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3405-APN-ENACOM#MM/2018,25/01/18,7341-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3406-APN-ENACOM#MM/2018,25/01/18,7871-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3408-APN-ENACOM#MM/2018,26/01/18,5296-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3409-APN-ENACOM#MM/2018,26/01/18,1285-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3450-APN-ENACOM#MM/2018,27/01/18,11312-EXPENACOM/2016,$ 4.800.000,UT,$ 225.120,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3452-APN-ENACOM#MM/2018,27/01/18,4142-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Cambio de Domicilio,Multa,2018
Telecom Argentina S.A.,3456-APN-ENACOM#MM/2018,27/01/18,6373-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Personal S.A.,3457-APN-ENACOM#MM/2018,27/01/18,5994-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3493-APN-ENACOM#MM/2018,02/01/18,13914-EXPENACOM/2016,$ 2.400.000,UT,$ 112.560,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3552-APN-ENACOM#MM/2018,04/01/18,8097-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telecom Personal S.A.,3553-APN-ENACOM#MM/2018,04/01/18,6423-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3284-APN-ENACOM#MM/2018,23/01/18,6416-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Internet,Multa,2018
Telmex Argentina,3554-APN-ENACOM#MM/2018,04/01/18,5210-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3285-APN-ENACOM#MM/2018,23/01/18,7490-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telecom Argentina S.A.,3286-APN-ENACOM#MM/2018,23/01/18,8266-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Cambio de Tecnología,Multa,2018
Telecom Argentina S.A.,3287-APN-ENACOM#MM/2018,23/01/18,6314-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telecom Argentina S.A.,3288-APN-ENACOM#MM/2018,23/01/18,10233-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Internet,Multa,2018
Telecom Argentina S.A.,3289-APN-ENACOM#MM/2018,23/01/18,13357-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Bloqueo Servicio,Multa,2018
Telefónica de Argentina S.A.,3555-APN-ENACOM#MM/2018,04/01/18,10921-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3556-APN-ENACOM#MM/2018,04/01/18,7212-EXPENACOM/2017,$ 900.000,UT,$ 42.210,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3557-APN-ENACOM#MM/2018,04/01/18,8005-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3558-APN-ENACOM#MM/2018,04/01/18,11226-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3559-APN-ENACOM#MM/2018,04/01/18,3901-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telecom Argentina S.A.,3560-APN-ENACOM#MM/2018,04/01/18,9886-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3561-APN-ENACOM#MM/2018,04/01/18,10158-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3563-APN-ENACOM#MM/2018,04/01/18,7409-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3562-APN-ENACOM#MM/2018,04/01/18,5515-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3564-APN-ENACOM#MM/2018,04/01/18,6973-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3565-APN-ENACOM#MM/2018,04/01/18,6831-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3290-APN-ENACOM#MM/2018,23/01/18,7945-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telecom Argentina S.A.,3291-APN-ENACOM#MM/2018,23/01/18,5224-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Cambio de Tecnología,Multa,2018
Telecom Argentina S.A.,3293-APN-ENACOM#MM/2018,23/01/18,6321-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3292-APN-ENACOM#MM/2018,23/01/18,4764-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2018
Telecom Argentina S.A.,3294-APN-ENACOM#MM/2018,23/01/18,6505-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Personal S.A.,3295-APN-ENACOM#MM/2018,23/01/18,6417-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Bloqueo Servicio,Multa,2018
Telefónica de Argentina S.A.,3494-APN-ENACOM#MM/2018,02/01/18,4466-EXPENACOM/2016,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3495-APN-ENACOM#MM/2018,02/01/18,5213-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Personal S.A.,3496-APN-ENACOM#MM/2018,02/01/18,5833-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Adjudicación de lineas,Multa,2018
Telefónica de Argentina S.A.,3497-APN-ENACOM#MM/2018,02/01/18,5756-EXPENACOM/2016,$ 3.200.000,UT,$ 150.080,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3535-APN-ENACOM#MM/2018,04/01/18,8936-EXPENACOM/2017,$ 900.000,UT,$ 42.210,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3536-APN-ENACOM#MM/2018,04/01/18,8341-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3537-APN-ENACOM#MM/2018,04/01/18,5982-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3538-APN-ENACOM#MM/2018,04/01/18,13250-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3539-APN-ENACOM#MM/2018,04/01/18,11223-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3540-APN-ENACOM#MM/2018,04/01/18,13266-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2018
Telecom Argentina S.A.,3541-APN-ENACOM#MM/2018,04/01/18,64-EXPAFTIC/2015,$ 1.200.000,UT,$ 56.280,Cambio de Domicilio,Multa,2018
Telecom Personal S.A.,3542-APN-ENACOM#MM/2018,04/01/18,5000-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Servicios,Multa,2018
Telefónica de Argentina S.A.,3543-APN-ENACOM#MM/2018,04/01/18,8257-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3544-APN-ENACOM#MM/2018,04/01/18,14109-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3545-APN-ENACOM#MM/2018,04/01/18,13633-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3546-APN-ENACOM#MM/2018,04/01/18,12149-EXPCNC/2014,$ 2.500.000,UT,$ 117.250,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3547-APN-ENACOM#MM/2018,04/01/18,8286-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Internet,Multa,2018
Telecom Argentina S.A.,3548-APN-ENACOM#MM/2018,04/01/18,11362-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Baja Servicio,Multa,2018
Telefónica Moviles Argentina,3549-APN-ENACOM#MM/2018,04/01/18,7543-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3550-APN-ENACOM#MM/2018,04/01/18,8205-EXPENACOM/2016,$ 4.000.000,UT,$ 187.600,Reparación Servicio,Multa,2018
Ver Tv,3337-APN-ENACOM#MM/2018,23/01/18,4601-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3721-APN-ENACOM#MM/2018,10/01/18,6161-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3660-APN-ENACOM#MM/2018,09/01/18,11712-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telecom Argentina S.A.,3661-APN-ENACOM#MM/2018,09/01/18,14595-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Internet,Multa,2018
Telecom Argentina S.A.,3709-APN-ENACOM#MM/2018,10/01/18,8934-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
A.M.X. Argentina S.A.,3658-APN-ENACOM#MM/2018,09/01/18,8697675-EX-APN-SDYME#ENACOM/2018,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3657-APN-ENACOM#MM/2018,09/01/18,10449-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3662-APN-ENACOM#MM/2018,09/01/18,11015-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3656-APN-ENACOM#MM/2018,09/01/18,65-EXPAFTIC/2015,$ 1.600.000,UT,$ 75.040,Cambio de Domicilio,Multa,2018
Telecom Argentina S.A.,3708-APN-ENACOM#MM/2018,10/01/18,12648-EXPENACOM/2017,$ 100.000,UT,$ 4.690,Baja Servicio,Multa,2018
Telecom Personal S.A.,3710-APN-ENACOM#MM/2018,10/01/18,14870-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Servicio Deficiente,Multa,2018
Telecom Argentina S.A.,3719-APN-ENACOM#MM/2018,10/01/18,10170-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3714-APN-ENACOM#MM/2018,10/01/18,11207-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Internet,Multa,2018
Telecentro,3712-APN-ENACOM#MM/2018,10/01/18,11001-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3713-APN-ENACOM#MM/2018,10/01/18,10819-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3711-APN-ENACOM#MM/2018,10/01/18,10064-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3720-APN-ENACOM#MM/2018,10/01/18,10148-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3718-APN-ENACOM#MM/2018,10/01/18,9383-EXPCNC/2014,$ 2.400.000,UT,$ 112.560,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3722-APN-ENACOM#MM/2018,10/01/18,27808908-EX-APN-SDYME#ENACOM/2017,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2018
Telecom Argentina S.A.,3715-APN-ENACOM#MM/2018,10/01/18,6558-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2018
Telecom Argentina S.A.,3717-APN-ENACOM#MM/2018,10/01/18,10184-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telmex Argentina,3723-APN-ENACOM#MM/2018,10/01/18,11040-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3724-APN-ENACOM#MM/2018,10/01/18,11668-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3725-APN-ENACOM#MM/2018,10/01/18,9419-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3726-APN-ENACOM#MM/2018,10/01/18,9951-EXPCNTMESA E/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3727-APN-ENACOM#MM/2018,10/01/18,5987-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3728-APN-ENACOM#MM/2018,10/01/18,6829-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3729-APN-ENACOM#MM/2018,10/01/18,11905-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3730-APN-ENACOM#MM/2018,10/01/18,11912-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3731-APN-ENACOM#MM/2018,10/01/18,15333-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3716-APN-ENACOM#MM/2018,10/01/18,6779-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3732-APN-ENACOM#MM/2018,10/01/18,10282-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3733-APN-ENACOM#MM/2018,10/01/18,9995-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3734-APN-ENACOM#MM/2018,10/01/18,7962-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3735-APN-ENACOM#MM/2018,10/01/18,11917-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3736-APN-ENACOM#MM/2018,10/01/18,9275-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3737-APN-ENACOM#MM/2018,10/01/18,12643-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3738-APN-ENACOM#MM/2018,10/01/18,10396-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3740-APN-ENACOM#MM/2018,10/01/18,10778-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
